﻿id,Tweet,Dialect
692,"""الي هسه نتعاند انا وماما هي تصغرني سني وانا اقلا اكبر بسني علميني اشون احسب دغشع منو صح انا لو ماما""",Iraqi
693,"""علي وياج""",Iraqi
694,"""توني انتبهت اعتقد بكركوك هاي الصوره""",Iraqi
695,"""خل ادبر هاي المره الوحده""",Iraqi
696,"""شكد وصخه هاي اي والله الي تصير هيج حظها يفلق الحجر""",Iraqi
697,"""كل الفاسدين امثالهم لاحج لاصلاه لاالحسين راح يشفعلهم فلوس الشعب هاي وهمه حراميه يبنون قصور وعقارات""",Iraqi
698,"""صح بدنج شغف مساء السعاده والورد عليج ياراقيه""",Iraqi
699,"""هاي عاد الكل ديجي يربطها بالدين ويكول قله ايمان قبل فتره عاءله اعرفهم من الموصل بنتهم انتحرت بسبب حبيب""",Iraqi
700,"""حجي قوي يلعب حديد""",Iraqi
701,"""اي هاي""",Iraqi
702,"""هسه بنيه انتحرت""",Iraqi
703,"""اضافه الي توفر التعيين المركزي للكليات الطبيه فمن يصفن الطالب يشوف المكانه الاجتماعيه الي وضعها المجتمع""",Iraqi
704,"""ه هاي حرب""",Iraqi
705,"""هاي قبل لا يصير مقاوم يللا المقاومه تجب ما قبلها""",Iraqi
706,"""نصيحه اذا دور افلام الاي سياسي عراقي تلكا يم سعد البزاز واذا ماكو روح المشعان الجبوري مضروب الچلوه كلشي عنده""",Iraqi
707,"""كل يوم معلومه هاي لوبيه هذه""",Iraqi
708,"""العراق مليان خيرات وثروات بس ابد ماكو استغلال صحيح لهذه الثروات وبالاحري نتاءج اسغلالها تروح للبطون الشبعانه وتنسي الشعب""",Iraqi
709,"""ليش ماكو اكو رجال قلوبهم صافيه خاليه من الكذب والغش لكن انتم يامعشر النساء""",Iraqi
710,"""هاي البوينت منها""",Iraqi
711,"""هاي بنت اختي لا مكاعده ويانه""",Iraqi
712,"""كل العار ع الصفحات النسويه والمدونات النسويه انه خلاص يحطون بس چم بوست وتويت ع اسراء وخلاص جم يوم وتنسي هاي قضيه""",Iraqi
713,"""السنه الماضيه دخلت دوره صدفت بمحرم هوايه من الزميلات ملابسين محد تدخل او فتح موضوع وهي اكثر""",Iraqi
714,"""خوش سالفه عدهم هالايام طبعا مو الكل بس الاغلبيه اهو اجه محرم وراح تنسد الطرق ويتافف عزيزي خرا عليك وع رايك بغداد""",Iraqi
715,"""ه لا تحاولون ماكو""",Iraqi
716,"""رايهالحسينمدرسهالاحرار نرجع ونكول يا حسين لولا دمك الله چا لسه غريب هاي باقيه وحقيقيه للدهرين""",Iraqi
717,"""هسه نكلبت هو بتايلند وهي بتركيا""",Iraqi
718,"""شنو هاي القذاره""",Iraqi
719,"""شني هاي""",Iraqi
720,"""عليج ڔده""",Iraqi
721,"""حبيبي ماكو دوله تقف مع الاوفياء و الاسلام و العروبه و الديمقراطيه ها""",Iraqi
722,"""هاي حسابات ابسط الانديه الاسبانيه كولهن موثقات وبالعربي""",Iraqi
723,"""شنو الفلم منين هاي""",Iraqi
724,"""تحركو بتجاه الامم المتحده ناءب واحد يكدر يتحرك عندكم ناديه مراد تكدر اتنسق""",Iraqi
725,"""خوش مبادره من تحررت الموصل درست بيها بجامعه الحمدانيه""",Iraqi
726,"""هاي منو شنو الفلم""",Iraqi
727,"""يا اخي شنسويلهم بعد كلنا نقدملهم مقترح بلكي اكو بيهم شخص عنده ذره حب لوطنه يتب""",Iraqi
728,"""هسه احنا من نداوم بشهر نشتري صيفي شتويي شنو الوضعع""",Iraqi
729,"""المشكله الابديه هاي و الي متنحل الا بالزواج و الي ممتزوج يحضن التيل""",Iraqi
730,"""جريمه مخففه تعتبر وعقوبتها سنوات هاي بالقانون بس طبعا واسطات شرطه فلان وعلان ويغلسون علي القضيه يدف""",Iraqi
731,"""لذلك صدام بعد الحرب اكتشف ان العراق بعد الحرب بلد مدمر و غارق بالديو""",Iraqi
732,"""استدعاء ولي امرك توقيع تعهد طرد من الصف هروب من الحصه دخلت خناقه انفصلت يوم غشيت بامتحان ان""",Iraqi
733,"""اءف هاي لازم طب عدلي لان السالفه بيها ان وخصوصا الاخ يكول سقطت طولت عليك موبيدي فضول قضايا الطب العدلي""",Iraqi
734,"""وهي هاي اقرب للمستحيل من شفت الانتخابات الفاتت حسيت انو خلص رجع الخير علي هيچ انتخابات تخبل تالي كلش""",Iraqi
735,"""تره عيب والله عيب من دكتور او دكتوره ينتظر الطلاب يغيبون ومحد مداوم والحظور قليل حته يسوي كوز مفاجء والسنه كلهه""",Iraqi
736,"""زين هاي شلون حتكملين حياتج""",Iraqi
737,"""لا هاي التغريده قبل هدف اوساسونا الثاني""",Iraqi
738,"""حتي السعودي حظرته لان يدور اثاءه عبر هاي التغريدات""",Iraqi
739,"""لا هاي هيه خوش تفكرين انتي ه""",Iraqi
740,"""ماكو توصيل للعراق""",Iraqi
741,"""تسالني شلونك وهي لوني ومكانها بين الجفن وعيوني ما ينحسب لو ماشوفها بيومي لو غابت طيفها ساكن ظنوني""",Iraqi
742,"""القاده تصنع قاده ولاممكن الاصغار تكدر تصنع قاده فعلا""",Iraqi
743,"""مو خوش سالفه""",Iraqi
744,"""هاي البيست فريند سوت تويتر الله يحمينه""",Iraqi
745,"""وانت شعليك لا تصير لوكي مثل ابن عمك الجبوري لا تدخلون ولد ام تقرير وبعدين""",Iraqi
746,"""الشرف فين اكثر من هالذل ماكو بع""",Iraqi
747,"""ماكو شي حبي دحجيلي انت شكو ماكو""",Iraqi
748,"""وهيه شلون مكالمات كلها نفاق وكذب ودجل وعيونك هاي اولا ثانيا ليش الشخصيه العربيه والاسلاميه اذا كثر""",Iraqi
749,"""ونعم بالله مساء النور عليج""",Iraqi
750,"""اليوم ميلادها يا عسي عيونها الجميله م تشوف الا السعاده و عسي ضحكتها ما تفارق شفتها وعسي الله يحفظها الي ك""",Iraqi
751,"""ماكو قاءد بالعراق حاليا""",Iraqi
752,"""مساء الانوار عليج""",Iraqi
753,"""لا ماكو شعر طويل الحمد لله""",Iraqi
754,"""كول تبن انت خلك بعيد عن هاي الشغلات لان اكبر من حجمك انكلع عن وجهي""",Iraqi
755,"""شلونك انته""",Iraqi
756,"""اذا تاليها هل شكولات لعد ماكو احلا من العنوسه""",Iraqi
757,"""هاي هيه شكرا لذوقكم""",Iraqi
758,"""كول تبن انت خلك بعيد عن هاي الشغلات لان اكبر من حجمك انكلع عن وجهي""",Iraqi
759,"""داليا شو داءما تختلفين ويه هاي الناءبه شنو موضوعها""",Iraqi
760,"""اني ما عندي مشكله كلمن وتعبه وبالعافيه عليه بس انو يظل يكول اني مو زين و زين اذا حصلت فلان شغله و ورا فتره يوكع بلس""",Iraqi
761,"""روح شوف المن ضارب بوري صفحه زهور الورد نزلو محادثاتك بالكروب""",Iraqi
762,"""لا ماكو شي بس لازم يطلعونك برنامج هيل وليل""",Iraqi
763,"""اللي دا الاحظه مءخرا انو بكل الاحوال ماكو احلي من العنوسهشنسوي الزواج شر لا بد منه""",Iraqi
764,"""هاي كالت هاي صورها""",Iraqi
765,"""هاي هي ثبت عيد وينا الي كاله خلال ساعه سنرد بقوه""",Iraqi
766,"""م فهمت الفكره اقرا البوست عدل ماكو شي يضحك""",Iraqi
767,"""هاي شنو من نوع مقرره هم اي اوكي يلا""",Iraqi
768,"""اي عيوش ه ونتلاكه بدار العجزه اني وياج عود""",Iraqi
769,"""الله الله عليج الحمد الله علي كل حال""",Iraqi
770,"""يمكن لان انتي نامجين وهي مو هيج والله مدري حبيبي عادي تصير اني هم اكو هوايه هوسوك ستان مبلكيني""",Iraqi
771,"""شنو هم تماس من نوع ثاني شني هاي""",Iraqi
772,"""حبيبي اسم الله عليج""",Iraqi
773,"""تكدر تجيبلي معلومات عنه كامله لان اكو ناس تريد تساعده ياريت لو رقم تلفونه""",Iraqi
774,"""ليش المخانيث مخلين اسماء وصور بنات شنو شجاعه وجراءه هاي الكواده دمرت البلد هي وحزب القندره الدعوه""",Iraqi
775,"""ولا سامع عنها حتي مكاعد ادخل تويتر هوايه ماكو وقت""",Iraqi
776,"""ع هاي العركه بعد مينام""",Iraqi
777,"""مشكله الواحد شله بهالسوالف هاي""",Iraqi
778,"""حبيبي اني هم هوسوك ستان شوربات مبلكيني هوايه هل لانو اني انغف برايك""",Iraqi
779,"""تعالي يمنا ونرجع اني وياج""",Iraqi
780,"""ماكو عقل يناسب عقلي""",Iraqi
781,"""حجي هو ريناس كله علي بعضه حلو""",Iraqi
782,"""عليج ريم""",Iraqi
783,"""ه لا هاي هيه صار تعليم بفلس اهم شي طول بالك وتصبر عليهم اني اول يوم ورفع ضفط عندي""",Iraqi
784,"""لج رحت تاكدت من ذاك الحساب ياله""",Iraqi
785,"""هاي شني يابه هاي من جبتيها يعني اني وحده مكفيتني دخلتينا بالشرك لويش ولو استقدمت من امري ما استدبرت حتي وحده اني ما رايدها""",Iraqi
786,"""وهذا منو البطل الي كدر يقبض عليه ومنين جاب القوه الي تكدر تقبض علي قيادي""",Iraqi
787,"""وزاره الداخليهقمرجيه حجي حمزه من كبار الضباط""",Iraqi
788,"""شنو هاي صدك""",Iraqi
789,"""كبل جميل جدا الله يحفظهم لبعض""",Iraqi
790,"""حلو هيج شعور بس شلون راح هذا الشخص يكدر يثبت انه صادق اذا ماكو فرصه اله بتواصل والكلام""",Iraqi
791,"""فد واحد يسد هاي المنهوله يمعودين شبيك زحتهه هو الدواعش لو انت يمهم جان حبلوك مو بس النسوان""",Iraqi
792,"""صاير كلش الوضع محلو بس كاعدين يستهزءون بالرايح والجاي علي اقل شي ماكو اي اسلوب بالموضوع""",Iraqi
793,"""خوش شغله الج هم اذا وكف التعيين""",Iraqi
794,"""هاي العمليه ليش هيج سهله شو خفت""",Iraqi
795,"""انت يادوب اتكفيك كونيه دولارات""",Iraqi
796,"""انا بصراحه عندي اصدقاء تغيروا من خدمه الحسين عليه السلام شباب مو ملتزمين انظموا للخدمه بعدين رب العالمين شفعلهم""",Iraqi
